id,title,author,text,label
5364,New species of bird discovered in the Amazon rainforest,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5365,Stock markets hit record highs amid tech boom,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
5366,NASA discovers new exoplanet similar to Earth,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5367,Government hiding evidence of UFO crash,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5368,Stock markets hit record highs amid tech boom,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5369,New species of bird discovered in the Amazon rainforest,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
5370,NASA discovers new exoplanet similar to Earth,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5371,Cure for cancer found using secret ancient herb,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5372,Cure for cancer found using secret ancient herb,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5373,Government hiding evidence of UFO crash,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5374,New species of bird discovered in the Amazon rainforest,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
5375,Celebrity claims to be time traveler from 3020,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5376,Stock markets hit record highs amid tech boom,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
5377,Local schools adopt AI-based learning programs,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5378,Celebrity claims to be time traveler from 3020,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5379,New species of bird discovered in the Amazon rainforest,John Smith,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5380,Stock markets hit record highs amid tech boom,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
5381,Government hiding evidence of UFO crash,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5382,Stock markets hit record highs amid tech boom,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5383,Cure for cancer found using secret ancient herb,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5384,Government announces new healthcare reform,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5385,Government announces new healthcare reform,David Wilson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5386,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5387,New species of bird discovered in the Amazon rainforest,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5388,Aliens spotted in downtown New York,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5389,Aliens spotted in downtown New York,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5390,Aliens spotted in downtown New York,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5391,Local schools adopt AI-based learning programs,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5392,Scientists confirm Earth is flat again,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5393,Government announces new healthcare reform,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5394,Aliens spotted in downtown New York,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5395,Stock markets hit record highs amid tech boom,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
5396,Scientists confirm Earth is flat again,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5397,NASA discovers new exoplanet similar to Earth,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5398,Celebrity claims to be time traveler from 3020,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5399,Aliens spotted in downtown New York,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5400,New species of bird discovered in the Amazon rainforest,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
5401,Government announces new healthcare reform,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
5402,Aliens spotted in downtown New York,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5403,Local schools adopt AI-based learning programs,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5404,Local schools adopt AI-based learning programs,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5405,New species of bird discovered in the Amazon rainforest,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
5406,Aliens spotted in downtown New York,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5407,Scientists confirm Earth is flat again,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
